dataset,seed,n_cal_fraud,resample,target,achieved,alert_pct,degenerate
K,43,10,37,0.95,0.7958,0.8083,False
K,43,10,38,0.8,0.958,53.1371,True
K,43,10,38,0.9,0.958,53.1371,True
K,43,10,38,0.95,0.958,53.1371,True
K,43,10,39,0.8,0.958,53.1371,True
K,43,10,39,0.9,0.958,53.1371,True
K,43,10,39,0.95,0.958,53.1371,True
K,43,15,0,0.8,0.958,53.1371,True
K,43,15,0,0.9,0.993,89.5618,True
K,43,15,0,0.95,0.993,89.5618,True
K,43,15,1,0.8,0.7958,0.8083,False
K,43,15,1,0.9,0.958,53.1371,True
K,43,15,1,0.95,0.958,53.1371,True
K,43,15,2,0.8,0.8629,13.708,False
K,43,15,2,0.9,0.958,53.1371,True
K,43,15,2,0.95,0.958,53.1371,True
K,43,15,3,0.8,0.7958,0.8083,False
K,43,15,3,0.9,0.958,53.1371,True
K,43,15,3,0.95,0.958,53.1371,True
K,43,15,4,0.8,0.958,53.1371,True
K,43,15,4,0.9,0.993,89.5618,True
K,43,15,4,0.95,0.993,89.5618,True
K,43,15,5,0.8,0.958,53.1371,True
K,43,15,5,0.9,0.958,53.1371,True
K,43,15,5,0.95,0.958,53.1371,True
K,43,15,6,0.8,0.958,53.1371,True
K,43,15,6,0.9,0.958,53.1371,True
K,43,15,6,0.95,0.958,53.1371,True
K,43,15,7,0.8,0.958,53.1371,True
K,43,15,7,0.9,0.993,89.5618,True
K,43,15,7,0.95,0.993,89.5618,True
K,43,15,8,0.8,0.993,89.5618,True
K,43,15,8,0.9,0.993,89.5618,True
K,43,15,8,0.95,0.993,89.5618,True
K,43,15,9,0.8,0.7035,0.5924,False
K,43,15,9,0.9,0.78,0.7374,False
K,43,15,9,0.95,0.78,0.7374,False
K,43,15,10,0.8,0.8629,13.708,False
K,43,15,10,0.9,0.958,53.1371,True
K,43,15,10,0.95,0.958,53.1371,True
K,43,15,11,0.8,0.78,0.7374,False
K,43,15,11,0.9,0.8233,0.9667,False
K,43,15,11,0.95,0.8233,0.9667,False
K,43,15,12,0.8,0.8858,21.389,False
K,43,15,12,0.9,0.958,53.1371,True
K,43,15,12,0.95,0.958,53.1371,True
K,43,15,13,0.8,0.7958,0.8083,False
K,43,15,13,0.9,0.958,53.1371,True
K,43,15,13,0.95,0.958,53.1371,True
K,43,15,14,0.8,0.78,0.7374,False
K,43,15,14,0.9,0.7958,0.8083,False
K,43,15,14,0.95,0.7958,0.8083,False
K,43,15,15,0.8,0.7958,0.8083,False
K,43,15,15,0.9,0.993,89.5618,True
K,43,15,15,0.95,0.993,89.5618,True
K,43,15,16,0.8,0.958,53.1371,True
K,43,15,16,0.9,0.993,89.5618,True
K,43,15,16,0.95,0.993,89.5618,True
K,43,15,17,0.8,0.7198,0.6221,False
K,43,15,17,0.9,0.958,53.1371,True
K,43,15,17,0.95,0.958,53.1371,True
K,43,15,18,0.8,0.958,53.1371,True
K,43,15,18,0.9,0.958,53.1371,True
K,43,15,18,0.95,0.958,53.1371,True
K,43,15,19,0.8,0.7035,0.5924,False
K,43,15,19,0.9,0.8233,0.9667,False
K,43,15,19,0.95,0.8233,0.9667,False
K,43,15,20,0.8,0.958,53.1371,True
K,43,15,20,0.9,0.993,89.5618,True
K,43,15,20,0.95,0.993,89.5618,True
K,43,15,21,0.8,0.958,53.1371,True
K,43,15,21,0.9,0.993,89.5618,True
K,43,15,21,0.95,0.993,89.5618,True
K,43,15,22,0.8,0.8695,15.7814,False
K,43,15,22,0.9,0.8858,21.389,False
K,43,15,22,0.95,0.8858,21.389,False
K,43,15,23,0.8,0.8233,0.9667,False
K,43,15,23,0.9,0.8308,1.028,False
K,43,15,23,0.95,0.8308,1.028,False
K,43,15,24,0.8,0.8308,1.028,False
K,43,15,24,0.9,0.8858,21.389,False
K,43,15,24,0.95,0.8858,21.389,False
K,43,15,25,0.8,0.8858,21.389,False
K,43,15,25,0.9,0.993,89.5618,True
K,43,15,25,0.95,0.993,89.5618,True
K,43,15,26,0.8,0.8629,13.708,False
K,43,15,26,0.9,0.8858,21.389,False
K,43,15,26,0.95,0.8858,21.389,False
K,43,15,27,0.8,0.993,89.5618,True
K,43,15,27,0.9,0.993,89.5618,True
K,43,15,27,0.95,0.993,89.5618,True
K,43,15,28,0.8,0.958,53.1371,True
K,43,15,28,0.9,0.958,53.1371,True
K,43,15,28,0.95,0.958,53.1371,True
K,43,15,29,0.8,0.8695,15.7814,False
K,43,15,29,0.9,0.8858,21.389,False
K,43,15,29,0.95,0.8858,21.389,False
K,43,15,30,0.8,0.958,53.1371,True
K,43,15,30,0.9,0.958,53.1371,True
K,43,15,30,0.95,0.958,53.1371,True
K,43,15,31,0.8,0.958,53.1371,True
K,43,15,31,0.9,0.993,89.5618,True
K,43,15,31,0.95,0.993,89.5618,True
K,43,15,32,0.8,0.8233,0.9667,False
K,43,15,32,0.9,0.958,53.1371,True
K,43,15,32,0.95,0.958,53.1371,True
K,43,15,33,0.8,0.958,53.1371,True
K,43,15,33,0.9,0.993,89.5618,True
K,43,15,33,0.95,0.993,89.5618,True
K,43,15,34,0.8,0.958,53.1371,True
K,43,15,34,0.9,0.958,53.1371,True
K,43,15,34,0.95,0.958,53.1371,True
K,43,15,35,0.8,0.8308,1.028,False
K,43,15,35,0.9,0.993,89.5618,True
K,43,15,35,0.95,0.993,89.5618,True
K,43,15,36,0.8,0.958,53.1371,True
K,43,15,36,0.9,0.993,89.5618,True
K,43,15,36,0.95,0.993,89.5618,True
K,43,15,37,0.8,0.958,53.1371,True
K,43,15,37,0.9,0.993,89.5618,True
K,43,15,37,0.95,0.993,89.5618,True
K,43,15,38,0.8,0.8629,13.7247,False
K,43,15,38,0.9,0.993,89.5618,True
K,43,15,38,0.95,0.993,89.5618,True
K,43,15,39,0.8,0.8858,21.389,False
K,43,15,39,0.9,0.958,53.1371,True
K,43,15,39,0.95,0.958,53.1371,True
K,43,20,0,0.8,0.958,53.1371,True
K,43,20,0,0.9,0.993,89.5618,True
K,43,20,0,0.95,0.993,89.5618,True
K,43,20,1,0.8,0.958,53.1371,True
K,43,20,1,0.9,0.993,89.5618,True
K,43,20,1,0.95,0.993,89.5618,True
K,43,20,2,0.8,0.7198,0.6221,False
K,43,20,2,0.9,0.993,89.5618,True
K,43,20,2,0.95,0.993,89.5618,True
K,43,20,3,0.8,0.8233,0.9667,False
K,43,20,3,0.9,0.958,53.1371,True
K,43,20,3,0.95,0.958,53.1371,True
K,43,20,4,0.8,0.8695,15.7814,False
K,43,20,4,0.9,0.958,53.1371,True
K,43,20,4,0.95,0.958,53.1371,True
K,43,20,5,0.8,0.958,53.1371,True
K,43,20,5,0.9,0.993,89.5618,True
K,43,20,5,0.95,0.993,89.5618,True
K,43,20,6,0.8,0.78,0.7374,False
K,43,20,6,0.9,0.8629,13.708,False
K,43,20,6,0.95,0.8629,13.708,False
K,43,20,7,0.8,0.8233,0.9667,False
K,43,20,7,0.9,0.993,89.5618,True
K,43,20,7,0.95,0.993,89.5618,True
K,43,20,8,0.8,0.993,89.5618,True
K,43,20,8,0.9,1.0,99.8919,True
K,43,20,8,0.95,1.0,99.8919,True
K,43,20,9,0.8,0.78,0.7374,False
K,43,20,9,0.9,0.958,53.1371,True
K,43,20,9,0.95,0.958,53.1371,True
K,43,20,10,0.8,0.7958,0.8083,False
K,43,20,10,0.9,0.958,53.1371,True
K,43,20,10,0.95,0.958,53.1371,True
K,43,20,11,0.8,0.958,53.1371,True
K,43,20,11,0.9,0.958,53.7793,True
K,43,20,11,0.95,0.958,53.7793,True
K,43,20,12,0.8,0.958,53.1371,True
K,43,20,12,0.9,0.958,53.1371,True
K,43,20,12,0.95,0.958,53.1371,True
K,43,20,13,0.8,0.7958,0.8083,False
K,43,20,13,0.9,0.8308,1.028,False
K,43,20,13,0.95,0.8308,1.028,False
K,43,20,14,0.8,0.7198,0.6221,False
K,43,20,14,0.9,0.8233,0.9667,False
K,43,20,14,0.95,0.8233,0.9667,False
K,43,20,15,0.8,0.958,53.1371,True
K,43,20,15,0.9,0.993,89.5618,True
K,43,20,15,0.95,0.993,89.5618,True
K,43,20,16,0.8,0.8308,1.028,False
K,43,20,16,0.9,0.993,89.5618,True
K,43,20,16,0.95,0.993,89.5618,True
K,43,20,17,0.8,0.8233,0.9667,False
K,43,20,17,0.9,0.993,89.5618,True
K,43,20,17,0.95,0.993,89.5618,True
K,43,20,18,0.8,0.958,53.1371,True
K,43,20,18,0.9,0.993,89.5618,True
K,43,20,18,0.95,0.993,89.5618,True
K,43,20,19,0.8,0.958,53.1371,True
K,43,20,19,0.9,1.0,99.8919,True
K,43,20,19,0.95,1.0,99.8919,True
K,43,20,20,0.8,0.78,0.7374,False
K,43,20,20,0.9,0.958,53.1371,True
K,43,20,20,0.95,0.958,53.1371,True
K,43,20,21,0.8,0.958,53.1371,True
K,43,20,21,0.9,0.9939,93.0456,True
K,43,20,21,0.95,0.9939,93.0456,True
K,43,20,22,0.8,0.958,53.1371,True
K,43,20,22,0.9,0.993,89.5618,True
K,43,20,22,0.95,0.993,89.5618,True
K,43,20,23,0.8,0.8308,1.028,False
K,43,20,23,0.9,0.8629,13.708,False
K,43,20,23,0.95,0.8629,13.708,False
K,43,20,24,0.8,0.7035,0.5924,False
K,43,20,24,0.9,0.8308,1.028,False
K,43,20,24,0.95,0.8308,1.028,False
K,43,20,25,0.8,0.8233,0.9667,False
K,43,20,25,0.9,0.993,89.5618,True
K,43,20,25,0.95,0.993,89.5618,True
K,43,20,26,0.8,0.7958,0.8083,False
K,43,20,26,0.9,0.958,53.7793,True
K,43,20,26,0.95,0.958,53.7793,True
K,43,20,27,0.8,0.78,0.7374,False
K,43,20,27,0.9,1.0,99.8919,True
K,43,20,27,0.95,1.0,99.8919,True
K,43,20,28,0.8,0.5949,0.4166,False
K,43,20,28,0.9,0.8695,15.7814,False
K,43,20,28,0.95,0.8695,15.7814,False
K,43,20,29,0.8,0.5949,0.4166,False
K,43,20,29,0.9,0.7035,0.5924,False
K,43,20,29,0.95,0.7035,0.5924,False
K,43,20,30,0.8,0.8308,1.028,False
K,43,20,30,0.9,0.993,89.5618,True
K,43,20,30,0.95,0.993,89.5618,True
K,43,20,31,0.8,0.8858,21.389,False
K,43,20,31,0.9,0.993,89.5618,True
K,43,20,31,0.95,0.993,89.5618,True
K,43,20,32,0.8,0.7035,0.5924,False
K,43,20,32,0.9,0.958,53.1371,True
K,43,20,32,0.95,0.958,53.1371,True
K,43,20,33,0.8,0.8233,0.9667,False
K,43,20,33,0.9,0.958,53.1371,True
K,43,20,33,0.95,0.958,53.1371,True
K,43,20,34,0.8,0.8233,0.9667,False
K,43,20,34,0.9,0.993,89.5618,True
K,43,20,34,0.95,0.993,89.5618,True
K,43,20,35,0.8,0.8308,1.028,False
K,43,20,35,0.9,0.993,89.5618,True
K,43,20,35,0.95,0.993,89.5618,True
K,43,20,36,0.8,0.993,89.5618,True
K,43,20,36,0.9,0.993,89.5618,True
K,43,20,36,0.95,0.993,89.5618,True
K,43,20,37,0.8,0.8233,0.9667,False
K,43,20,37,0.9,0.993,89.5618,True
K,43,20,37,0.95,0.993,89.5618,True
K,43,20,38,0.8,0.8308,1.028,False
K,43,20,38,0.9,0.993,89.5618,True
K,43,20,38,0.95,0.993,89.5618,True
K,43,20,39,0.8,0.78,0.7374,False
K,43,20,39,0.9,0.7958,0.8083,False
K,43,20,39,0.95,0.7958,0.8083,False
K,43,25,0,0.8,0.7958,0.8083,False
K,43,25,0,0.9,0.958,53.1371,True
K,43,25,0,0.95,0.958,53.1371,True
K,43,25,1,0.8,0.8233,0.9667,False
K,43,25,1,0.9,0.8858,21.389,False
K,43,25,1,0.95,0.8858,21.389,False
K,43,25,2,0.8,0.8308,1.028,False
K,43,25,2,0.9,0.993,89.5618,True
K,43,25,2,0.95,0.993,89.5618,True
K,43,25,3,0.8,0.8396,1.31,False
K,43,25,3,0.9,0.993,89.5618,True
K,43,25,3,0.95,0.993,89.5618,True
K,43,25,4,0.8,0.958,53.1371,True
K,43,25,4,0.9,0.993,89.5618,True
K,43,25,4,0.95,0.993,89.5618,True
K,43,25,5,0.8,0.7958,0.8083,False
K,43,25,5,0.9,0.958,53.1371,True
K,43,25,5,0.95,0.958,53.1371,True
K,43,25,6,0.8,0.958,53.1371,True
K,43,25,6,0.9,0.993,89.5618,True
K,43,25,6,0.95,0.993,89.5618,True
K,43,25,7,0.8,0.958,53.1371,True
K,43,25,7,0.9,0.993,89.5618,True
K,43,25,7,0.95,0.993,89.5618,True
K,43,25,8,0.8,0.7035,0.5924,False
K,43,25,8,0.9,0.958,53.1371,True
K,43,25,8,0.95,0.958,53.1371,True
K,43,25,9,0.8,0.8629,13.708,False
K,43,25,9,0.9,0.993,89.5618,True
K,43,25,9,0.95,0.993,89.5618,True
K,43,25,10,0.8,0.7958,0.8083,False
K,43,25,10,0.9,0.993,89.5618,True
K,43,25,10,0.95,0.993,89.5618,True
K,43,25,11,0.8,0.958,53.1371,True
K,43,25,11,0.9,0.993,89.5618,True
K,43,25,11,0.95,0.993,89.5618,True
K,43,25,12,0.8,0.7035,0.5924,False
K,43,25,12,0.9,0.958,53.1371,True
K,43,25,12,0.95,0.958,53.1371,True
K,43,25,13,0.8,0.958,53.1371,True
K,43,25,13,0.9,0.993,89.5618,True
K,43,25,13,0.95,0.993,89.5618,True
K,43,25,14,0.8,0.7198,0.6221,False
K,43,25,14,0.9,0.993,89.5618,True
K,43,25,14,0.95,0.993,89.5618,True
K,43,25,15,0.8,0.78,0.7374,False
K,43,25,15,0.9,0.993,89.5618,True
K,43,25,15,0.95,0.993,89.5618,True
K,43,25,16,0.8,0.7198,0.6221,False
K,43,25,16,0.9,0.958,53.1371,True
K,43,25,16,0.95,0.958,53.1371,True
K,43,25,17,0.8,0.8233,0.9667,False
K,43,25,17,0.9,0.993,89.5618,True
K,43,25,17,0.95,0.993,89.5618,True
K,43,25,18,0.8,0.958,53.1371,True
K,43,25,18,0.9,0.993,89.5618,True
K,43,25,18,0.95,0.993,89.5618,True
K,43,25,19,0.8,0.7198,0.6221,False
K,43,25,19,0.9,0.8629,13.708,False
K,43,25,19,0.95,0.8629,13.708,False
K,43,25,20,0.8,0.78,0.7374,False
K,43,25,20,0.9,0.8326,1.0601,False
K,43,25,20,0.95,0.8326,1.0601,False
K,43,25,21,0.8,0.8629,13.7247,False
K,43,25,21,0.9,0.993,89.5618,True
K,43,25,21,0.95,0.993,89.5618,True
K,43,25,22,0.8,0.7035,0.5924,False
K,43,25,22,0.9,0.993,89.5618,True
K,43,25,22,0.95,0.993,89.5618,True
K,43,25,23,0.8,0.958,53.1371,True
K,43,25,23,0.9,0.993,89.5618,True
K,43,25,23,0.95,0.993,89.5618,True
K,43,25,24,0.8,0.8308,1.028,False
K,43,25,24,0.9,0.958,53.1371,True
K,43,25,24,0.95,0.958,53.1371,True
K,43,25,25,0.8,0.7035,0.5924,False
K,43,25,25,0.9,0.78,0.7374,False
K,43,25,25,0.95,0.78,0.7374,False
K,43,25,26,0.8,0.8233,0.9667,False
K,43,25,26,0.9,0.958,53.1371,True
K,43,25,26,0.95,0.958,53.1371,True
K,43,25,27,0.8,0.78,0.7374,False
K,43,25,27,0.9,0.9939,93.0456,True
K,43,25,27,0.95,0.9939,93.0456,True
K,43,25,28,0.8,0.958,53.1371,True
K,43,25,28,0.9,0.993,89.5618,True
K,43,25,28,0.95,0.993,89.5618,True
K,43,25,29,0.8,0.8308,1.028,False
K,43,25,29,0.9,0.958,53.1371,True
K,43,25,29,0.95,0.958,53.1371,True
K,43,25,30,0.8,0.8629,13.7274,False
K,43,25,30,0.9,0.993,89.5618,True
K,43,25,30,0.95,0.993,89.5618,True
K,43,25,31,0.8,0.8629,13.708,False
K,43,25,31,0.9,0.958,53.1371,True
K,43,25,31,0.95,0.958,53.1371,True
K,43,25,32,0.8,0.78,0.7374,False
K,43,25,32,0.9,0.958,53.1371,True
K,43,25,32,0.95,0.958,53.1371,True
K,43,25,33,0.8,0.8396,1.31,False
K,43,25,33,0.9,0.993,89.5618,True
K,43,25,33,0.95,0.993,89.5618,True
K,43,25,34,0.8,0.8308,1.028,False
K,43,25,34,0.9,0.993,89.5618,True
K,43,25,34,0.95,0.993,89.5618,True
K,43,25,35,0.8,0.7035,0.5924,False
K,43,25,35,0.9,0.993,89.5618,True
K,43,25,35,0.95,0.993,89.5618,True
K,43,25,36,0.8,0.8233,0.9667,False
K,43,25,36,0.9,0.993,89.5618,True
K,43,25,36,0.95,0.993,89.5618,True
K,43,25,37,0.8,0.8308,1.028,False
K,43,25,37,0.9,0.993,89.5618,True
K,43,25,37,0.95,0.993,89.5618,True
K,43,25,38,0.8,0.958,53.1371,True
K,43,25,38,0.9,0.993,89.5618,True
K,43,25,38,0.95,0.993,89.5618,True
K,43,25,39,0.8,0.7958,0.8083,False
K,43,25,39,0.9,0.958,53.1371,True
K,43,25,39,0.95,0.958,53.1371,True
K,43,30,0,0.8,0.8629,13.708,False
K,43,30,0,0.9,0.993,89.5618,True
K,43,30,0,0.95,0.993,89.5618,True
K,43,30,1,0.8,0.7958,0.8083,False
K,43,30,1,0.9,0.958,53.1371,True
K,43,30,1,0.95,0.958,53.1371,True
K,43,30,2,0.8,0.8629,13.708,False
K,43,30,2,0.9,0.993,89.5618,True
K,43,30,2,0.95,0.993,89.5618,True
K,43,30,3,0.8,0.8629,13.708,False
K,43,30,3,0.9,0.993,89.5618,True
K,43,30,3,0.95,0.993,89.5618,True
K,43,30,4,0.8,0.78,0.7374,False
K,43,30,4,0.9,0.958,53.1371,True
K,43,30,4,0.95,0.993,89.5618,True
K,43,30,5,0.8,0.8233,0.9667,False
K,43,30,5,0.9,0.958,53.1371,True
K,43,30,5,0.95,0.958,53.1371,True
K,43,30,6,0.8,0.8629,13.708,False
K,43,30,6,0.9,0.993,89.5618,True
K,43,30,6,0.95,0.993,89.5618,True
K,43,30,7,0.8,0.7198,0.6221,False
K,43,30,7,0.9,0.958,53.1371,True
K,43,30,7,0.95,0.993,89.5618,True
K,43,30,8,0.8,0.8858,21.389,False
K,43,30,8,0.9,0.993,89.5618,True
K,43,30,8,0.95,0.993,89.5618,True
K,43,30,9,0.8,0.8629,13.708,False
K,43,30,9,0.9,0.993,89.5618,True
K,43,30,9,0.95,0.993,89.5618,True
K,43,30,10,0.8,0.8629,13.708,False
K,43,30,10,0.9,0.958,53.1371,True
K,43,30,10,0.95,0.993,89.5618,True
K,43,30,11,0.8,0.7198,0.6221,False
K,43,30,11,0.9,0.8629,13.708,False
K,43,30,11,0.95,0.958,53.1371,True
K,43,30,12,0.8,0.7198,0.6221,False
K,43,30,12,0.9,0.993,89.5618,True
K,43,30,12,0.95,0.993,89.5618,True
K,43,30,13,0.8,0.958,53.1371,True
K,43,30,13,0.9,0.993,89.5618,True
K,43,30,13,0.95,0.993,89.5618,True
K,43,30,14,0.8,0.7035,0.5924,False
K,43,30,14,0.9,0.8695,15.7814,False
K,43,30,14,0.95,0.958,53.1371,True
K,43,30,15,0.8,0.958,53.1371,True
K,43,30,15,0.9,0.993,89.5618,True
K,43,30,15,0.95,0.993,89.5618,True
K,43,30,16,0.8,0.8629,13.708,False
K,43,30,16,0.9,0.958,53.1371,True
K,43,30,16,0.95,0.958,53.1371,True
K,43,30,17,0.8,0.8233,0.9667,False
K,43,30,17,0.9,0.958,53.1371,True
K,43,30,17,0.95,0.958,53.1371,True
K,43,30,18,0.8,0.8629,13.708,False
K,43,30,18,0.9,0.958,53.1371,True
K,43,30,18,0.95,0.958,53.1371,True
K,43,30,19,0.8,0.8322,1.0511,False
K,43,30,19,0.9,0.993,89.5618,True
K,43,30,19,0.95,1.0,99.8919,True
K,43,30,20,0.8,0.8308,1.028,False
K,43,30,20,0.9,0.993,89.5618,True
K,43,30,20,0.95,0.993,89.5618,True
K,43,30,21,0.8,0.8308,1.028,False
K,43,30,21,0.9,0.993,89.5618,True
K,43,30,21,0.95,0.9939,93.0456,True
K,43,30,22,0.8,0.8233,0.9667,False
K,43,30,22,0.9,0.958,53.1371,True
K,43,30,22,0.95,0.993,89.5618,True
K,43,30,23,0.8,0.958,53.1371,True
K,43,30,23,0.9,0.993,89.5618,True
K,43,30,23,0.95,0.993,89.5618,True
K,43,30,24,0.8,0.78,0.7374,False
K,43,30,24,0.9,0.958,53.1371,True
K,43,30,24,0.95,0.993,89.5618,True
K,43,30,25,0.8,0.78,0.7374,False
K,43,30,25,0.9,0.8629,13.708,False
K,43,30,25,0.95,0.958,53.1371,True
K,43,30,26,0.8,0.7035,0.5924,False
K,43,30,26,0.9,0.7958,0.8083,False
K,43,30,26,0.95,0.993,89.5618,True
K,43,30,27,0.8,0.8858,21.389,False
K,43,30,27,0.9,0.958,53.1371,True
K,43,30,27,0.95,0.993,89.5618,True
K,43,30,28,0.8,0.78,0.7374,False
K,43,30,28,0.9,0.7958,0.8083,False
K,43,30,28,0.95,0.993,89.5618,True
K,43,30,29,0.8,0.8629,13.708,False
K,43,30,29,0.9,0.958,53.1371,True
K,43,30,29,0.95,0.993,89.5618,True
K,43,30,30,0.8,0.7198,0.6221,False
K,43,30,30,0.9,0.8858,21.389,False
K,43,30,30,0.95,0.958,53.1371,True
K,43,30,31,0.8,0.8695,15.7814,False
K,43,30,31,0.9,0.993,89.5618,True
K,43,30,31,0.95,0.993,89.5618,True
K,43,30,32,0.8,0.7035,0.5924,False
K,43,30,32,0.9,0.8629,13.708,False
K,43,30,32,0.95,0.958,53.1371,True
K,43,30,33,0.8,0.7035,0.5924,False
K,43,30,33,0.9,0.958,53.1371,True
K,43,30,33,0.95,0.958,53.1371,True
K,43,30,34,0.8,0.8233,0.9667,False
K,43,30,34,0.9,0.993,89.5618,True
K,43,30,34,0.95,0.993,89.5618,True
K,43,30,35,0.8,0.7035,0.5924,False
K,43,30,35,0.9,0.8233,0.9667,False
K,43,30,35,0.95,0.958,53.1371,True
K,43,30,36,0.8,0.7958,0.8083,False
K,43,30,36,0.9,0.958,53.7793,True
K,43,30,36,0.95,0.993,89.5618,True
K,43,30,37,0.8,0.8629,13.708,False
K,43,30,37,0.9,0.958,53.1371,True
K,43,30,37,0.95,0.958,53.1371,True
K,43,30,38,0.8,0.8629,13.708,False
K,43,30,38,0.9,0.958,53.1371,True
K,43,30,38,0.95,0.958,53.1371,True
K,43,30,39,0.8,0.78,0.7374,False
K,43,30,39,0.9,0.958,53.1371,True
K,43,30,39,0.95,0.993,89.5618,True
K,43,40,0,0.8,0.8233,0.9667,False
K,43,40,0,0.9,0.958,53.1371,True
K,43,40,0,0.95,0.993,89.5618,True
K,43,40,1,0.8,0.8322,1.0511,False
K,43,40,1,0.9,0.958,53.1371,True
K,43,40,1,0.95,0.993,89.5618,True
K,43,40,2,0.8,0.7958,0.8083,False
K,43,40,2,0.9,0.8308,1.028,False
K,43,40,2,0.95,0.958,53.1371,True
K,43,40,3,0.8,0.8308,1.028,False
K,43,40,3,0.9,0.958,53.1371,True
K,43,40,3,0.95,0.993,89.5618,True
K,43,40,4,0.8,0.8629,13.708,False
K,43,40,4,0.9,0.993,89.5618,True
K,43,40,4,0.95,0.993,89.5618,True
K,43,40,5,0.8,0.8233,0.9667,False
K,43,40,5,0.9,0.958,53.1371,True
K,43,40,5,0.95,0.958,53.1371,True
K,43,40,6,0.8,0.8233,0.9667,False
K,43,40,6,0.9,0.8629,13.708,False
K,43,40,6,0.95,0.993,89.5618,True
K,43,40,7,0.8,0.7035,0.5924,False
K,43,40,7,0.9,0.8308,1.028,False
K,43,40,7,0.95,0.958,53.1371,True
K,43,40,8,0.8,0.8629,13.708,False
K,43,40,8,0.9,0.958,53.1371,True
K,43,40,8,0.95,0.993,89.5618,True
K,43,40,9,0.8,0.7958,0.8083,False
K,43,40,9,0.9,0.8695,15.7814,False
K,43,40,9,0.95,0.958,53.1371,True
K,43,40,10,0.8,0.8308,1.028,False
K,43,40,10,0.9,0.993,89.5618,True
K,43,40,10,0.95,0.993,89.5618,True
K,43,40,11,0.8,0.7035,0.5924,False
K,43,40,11,0.9,0.8233,0.9667,False
K,43,40,11,0.95,0.8308,1.028,False
K,43,40,12,0.8,0.8308,1.028,False
K,43,40,12,0.9,0.993,89.5618,True
K,43,40,12,0.95,1.0,99.8919,True
K,43,40,13,0.8,0.8233,0.9667,False
K,43,40,13,0.9,0.958,53.1371,True
K,43,40,13,0.95,0.993,89.5618,True
K,43,40,14,0.8,0.8629,13.7274,False
K,43,40,14,0.9,0.958,53.1371,True
K,43,40,14,0.95,0.958,53.1371,True
K,43,40,15,0.8,0.78,0.7374,False
K,43,40,15,0.9,0.8858,21.389,False
K,43,40,15,0.95,0.958,53.1371,True
K,43,40,16,0.8,0.8629,13.7247,False
K,43,40,16,0.9,0.958,53.1371,True
K,43,40,16,0.95,0.993,89.5618,True
K,43,40,17,0.8,0.8629,13.708,False
K,43,40,17,0.9,0.993,89.5618,True
K,43,40,17,0.95,0.993,89.5618,True
K,43,40,18,0.8,0.78,0.7374,False
K,43,40,18,0.9,0.958,53.1371,True
K,43,40,18,0.95,0.993,89.5618,True
K,43,40,19,0.8,0.8233,0.9667,False
K,43,40,19,0.9,0.8858,21.389,False
K,43,40,19,0.95,0.993,89.5618,True
K,43,40,20,0.8,0.7198,0.6221,False
K,43,40,20,0.9,0.8629,13.708,False
K,43,40,20,0.95,0.993,89.5618,True
K,43,40,21,0.8,0.8629,13.7274,False
K,43,40,21,0.9,0.958,53.1371,True
K,43,40,21,0.95,0.993,89.5618,True
K,43,40,22,0.8,0.78,0.7374,False
K,43,40,22,0.9,0.8233,0.9667,False
K,43,40,22,0.95,0.958,53.1371,True
K,43,40,23,0.8,0.7198,0.6221,False
K,43,40,23,0.9,0.8858,21.389,False
K,43,40,23,0.95,0.993,89.5618,True
K,43,40,24,0.8,0.8233,0.9667,False
K,43,40,24,0.9,0.958,53.1371,True
K,43,40,24,0.95,0.993,89.5618,True
K,43,40,25,0.8,0.8233,0.9667,False
K,43,40,25,0.9,0.993,89.5618,True
K,43,40,25,0.95,0.993,89.5618,True
K,43,40,26,0.8,0.8233,0.9667,False
K,43,40,26,0.9,0.958,53.1371,True
K,43,40,26,0.95,0.958,53.1371,True
K,43,40,27,0.8,0.7198,0.6221,False
K,43,40,27,0.9,0.8233,0.9667,False
K,43,40,27,0.95,0.958,53.1371,True
K,43,40,28,0.8,0.8308,1.028,False
K,43,40,28,0.9,0.958,53.1371,True
K,43,40,28,0.95,0.993,89.5618,True
K,43,40,29,0.8,0.78,0.7374,False
K,43,40,29,0.9,0.8858,21.389,False
K,43,40,29,0.95,0.958,53.1371,True
K,43,40,30,0.8,0.8233,0.9667,False
K,43,40,30,0.9,0.958,53.1371,True
K,43,40,30,0.95,0.993,89.5618,True
K,43,40,31,0.8,0.7035,0.5924,False
K,43,40,31,0.9,0.7958,0.8083,False
K,43,40,31,0.95,0.8858,21.389,False
K,43,40,32,0.8,0.78,0.7374,False
K,43,40,32,0.9,0.958,53.1371,True
K,43,40,32,0.95,0.993,89.5618,True
K,43,40,33,0.8,0.8233,0.9667,False
K,43,40,33,0.9,0.958,53.1371,True
K,43,40,33,0.95,0.9939,93.0456,True
K,43,40,34,0.8,0.7958,0.8083,False
K,43,40,34,0.9,0.8858,21.389,False
K,43,40,34,0.95,0.993,89.5618,True
K,43,40,35,0.8,0.7958,0.8083,False
K,43,40,35,0.9,0.958,53.1371,True
K,43,40,35,0.95,0.958,53.1371,True
K,43,40,36,0.8,0.8308,1.028,False
K,43,40,36,0.9,0.993,89.5618,True
K,43,40,36,0.95,0.993,89.5618,True
K,43,40,37,0.8,0.78,0.7374,False
K,43,40,37,0.9,0.8629,13.708,False
K,43,40,37,0.95,0.958,53.1371,True
